id_operacao,id_cooperativa,id_cliente,linha_credito,cultura,valor_operacao,data_contratacao,data_vencimento,taxa_juros,status,dias_atraso,regiao,estado
607,45,2394,Custeio,Milho,292899.10468364647,2025-04-27 01:55:22.167319,2025-12-17 01:55:22.204198,10.317184553324262,Ativo,0,Centro-Oeste,RS
608,9,4393,Investimento,Soja,144622.94994746256,2023-12-07 01:55:22.167322,2026-06-18 01:55:22.204201,10.016975261232478,Ativo,0,Sudeste,MT
609,30,3819,Investimento,Algodão,233492.96543925971,2024-03-01 01:55:22.167326,2026-06-03 01:55:22.204204,11.947141990136117,Ativo,0,Nordeste,PR
610,8,3431,Pronaf,Cana-de-açúcar,158307.4171164764,2025-04-17 01:55:22.167329,2026-03-20 01:55:22.204208,8.574279605544548,Ativo,0,Sul,MT
611,37,4622,Pronaf,Soja,288788.3239308023,2023-09-12 01:55:22.167333,2025-09-13 01:55:22.204211,8.4277252079971,Ativo,0,Centro-Oeste,PR
612,1,4188,Custeio,Algodão,315561.1161664927,2025-05-01 01:55:22.167336,2026-06-29 01:55:22.204215,10.91888535660905,Liquidado,0,Norte,BA
613,40,10,Investimento,Café,248457.233535351,2023-11-05 01:55:22.167340,2025-11-22 01:55:22.204218,9.038234305160545,Ativo,0,Sul,MT
614,35,3090,Comercialização,Algodão,73513.40305010258,2025-06-04 01:55:22.167343,2025-09-25 01:55:22.204221,7.720983098244234,Ativo,0,Norte,GO
615,5,4853,Investimento,Milho,255214.2278930711,2024-04-29 01:55:22.167347,2025-09-25 01:55:22.204225,10.870412158440788,Ativo,0,Sul,RS
616,13,4370,Pronamp,Algodão,200491.34457831504,2025-01-22 01:55:22.167351,2026-01-11 01:55:22.204228,8.804208259463145,Ativo,0,Nordeste,SP
617,41,2446,Investimento,Café,413212.12208879483,2024-04-28 01:55:22.167354,2025-10-10 01:55:22.204231,9.913433176446382,Ativo,0,Sul,GO
618,35,1059,Pronaf,Café,229464.3268835692,2024-12-09 01:55:22.167358,2025-10-07 01:55:22.204237,5.480334389266844,Ativo,0,Norte,GO
619,30,4863,Comercialização,Soja,80058.4938386149,2024-08-27 01:55:22.167362,2026-04-30 01:55:22.204241,7.742118642906748,Liquidado,0,Nordeste,SP
620,33,1480,Pronaf,Cana-de-açúcar,343856.0042217996,2024-01-29 01:55:22.167369,2026-03-29 01:55:22.204245,8.024714441346347,Ativo,0,Sudeste,SP
621,16,1887,Custeio,Algodão,71181.53950121978,2024-06-14 01:55:22.167373,2026-04-14 01:55:22.204248,11.009934619975006,Vencido,83,Centro-Oeste,MT
622,19,490,Custeio,Cana-de-açúcar,440571.81864240067,2024-11-10 01:55:22.167376,2026-02-20 01:55:22.204251,6.886071923770417,Ativo,0,Sul,MT
623,13,2780,Comercialização,Café,108001.8187385329,2025-05-19 01:55:22.167380,2026-04-25 01:55:22.204255,7.231040118995079,Ativo,0,Sudeste,GO
624,22,3102,Pronamp,Cana-de-açúcar,279626.9986967675,2025-03-11 01:55:22.167384,2026-06-03 01:55:22.204258,6.847099745957357,Ativo,0,Sudeste,PR
625,24,2238,Pronamp,Soja,108118.25552244738,2024-11-21 01:55:22.167387,2025-12-31 01:55:22.204262,8.347668045864808,Liquidado,0,Sul,GO
626,4,180,Investimento,Algodão,117620.72549538186,2025-03-21 01:55:22.167391,2026-02-12 01:55:22.204265,10.115623442891438,Ativo,0,Centro-Oeste,GO
627,48,2503,Pronaf,Soja,386602.30492521566,2023-10-22 01:55:22.167394,2026-05-31 01:55:22.204269,8.171348788577879,Liquidado,0,Nordeste,MG
628,16,1374,Pronaf,Soja,279884.9549464252,2025-04-26 01:55:22.167398,2026-04-23 01:55:22.204272,11.05154821844799,Liquidado,0,Nordeste,MT
629,10,2773,Investimento,Cana-de-açúcar,176724.3838538967,2024-06-03 01:55:22.167401,2026-04-28 01:55:22.204275,6.96724756832124,Liquidado,0,Nordeste,MT
630,9,4609,Custeio,Algodão,254928.91268406512,2024-05-19 01:55:22.167405,2025-12-30 01:55:22.204279,12.805168794885121,Ativo,0,Centro-Oeste,RS
631,17,3893,Pronaf,Milho,227233.5211409158,2025-07-01 01:55:22.167409,2026-02-01 01:55:22.204282,7.202916448569221,Ativo,0,Sudeste,GO
632,28,4945,Investimento,Cana-de-açúcar,275167.35433938645,2024-09-20 01:55:22.167412,2025-11-05 01:55:22.204286,8.184425534565774,Ativo,0,Sudeste,MG
633,27,1826,Comercialização,Milho,222567.338310205,2024-08-26 01:55:22.167416,2026-06-25 01:55:22.204289,8.140780561275708,Vencido,151,Sudeste,PR
634,28,2742,Pronamp,Soja,252202.1522312123,2025-01-05 01:55:22.167420,2025-09-12 01:55:22.204293,11.510502572633452,Vencido,3,Centro-Oeste,PR
635,25,1611,Comercialização,Cana-de-açúcar,92161.35535601195,2024-11-20 01:55:22.167424,2025-10-28 01:55:22.204296,7.417306929701089,Ativo,0,Centro-Oeste,GO
636,41,2176,Pronamp,Cana-de-açúcar,276620.3113530131,2024-06-20 01:55:22.167427,2025-10-27 01:55:22.204299,13.583250862960607,Ativo,0,Centro-Oeste,BA
637,35,4050,Comercialização,Soja,241254.81213008243,2024-01-02 01:55:22.167431,2026-05-07 01:55:22.204303,9.502014341442976,Ativo,0,Centro-Oeste,PR
638,24,2878,Comercialização,Soja,391860.4783374269,2023-07-21 01:55:22.167435,2025-10-17 01:55:22.204306,8.036154652724468,Ativo,0,Nordeste,RS
639,11,3533,Pronaf,Café,265408.5237949606,2025-05-05 01:55:22.167438,2026-06-16 01:55:22.204309,11.36739590201547,Liquidado,0,Nordeste,BA
640,13,1392,Investimento,Milho,190979.5018400075,2023-11-13 01:55:22.167442,2026-05-10 01:55:22.204313,7.474414853758036,Ativo,0,Sul,BA
641,45,4625,Pronaf,Soja,313354.82667361485,2025-03-29 01:55:22.167446,2025-10-30 01:55:22.204316,9.660060359118072,Ativo,0,Centro-Oeste,GO
642,20,882,Comercialização,Soja,378085.6426515604,2024-12-25 01:55:22.167449,2026-01-04 01:55:22.204320,10.283233037678306,Ativo,0,Centro-Oeste,BA
643,8,3392,Custeio,Cana-de-açúcar,327605.0198307703,2024-02-19 01:55:22.167453,2026-01-03 01:55:22.204323,4.83484408899016,Ativo,0,Sudeste,RS
644,37,1473,Custeio,Café,403733.81888838403,2023-11-10 01:55:22.167456,2026-05-23 01:55:22.204326,10.019830122957243,Liquidado,0,Nordeste,PR
645,19,751,Pronaf,Cana-de-açúcar,222279.27882840578,2025-05-30 01:55:22.167460,2025-12-10 01:55:22.204330,13.020331754816572,Liquidado,0,Norte,GO
646,42,4637,Custeio,Café,154337.2907972223,2023-07-14 01:55:22.167464,2026-04-09 01:55:22.204333,7.542863682280539,Ativo,0,Centro-Oeste,BA
647,30,3274,Custeio,Café,160259.40571041973,2024-01-19 01:55:22.167468,2026-02-27 01:55:22.204337,10.80158688940068,Vencido,76,Norte,MG
648,12,4292,Custeio,Algodão,190085.78037924416,2024-09-08 01:55:22.167471,2025-08-21 01:55:22.204340,9.128504810285765,Ativo,0,Sul,BA
649,7,2998,Custeio,Milho,282083.98748804064,2024-05-05 01:55:22.167475,2025-11-18 01:55:22.204343,8.736562427285032,Ativo,0,Nordeste,GO
650,32,3629,Investimento,Cana-de-açúcar,236487.04599471597,2025-02-24 01:55:22.167479,2026-03-18 01:55:22.204347,8.44562514204516,Ativo,0,Norte,MG
651,15,3170,Pronamp,Soja,50034.51625542529,2024-12-10 01:55:22.167483,2026-01-18 01:55:22.204350,4.086171575110701,Ativo,0,Sul,RS
652,10,1712,Investimento,Milho,47181.46436362187,2025-01-12 01:55:22.167486,2026-01-26 01:55:22.204353,7.508219080489539,Liquidado,0,Sul,GO
653,15,417,Custeio,Milho,99462.77703065416,2023-12-24 01:55:22.167490,2025-11-14 01:55:22.204356,10.790344007119087,Ativo,0,Sudeste,RS
654,23,11,Comercialização,Café,379743.7089001983,2024-01-08 01:55:22.167493,2026-07-03 01:55:22.204360,8.938005822368835,Liquidado,0,Centro-Oeste,MG
655,28,469,Custeio,Soja,292643.40633911185,2025-06-02 01:55:22.167497,2025-08-20 01:55:22.204363,7.1073579180523945,Ativo,0,Sudeste,RS
656,3,1253,Comercialização,Cana-de-açúcar,357068.621528624,2025-05-01 01:55:22.167500,2025-12-23 01:55:22.204367,7.929887566653049,Liquidado,0,Norte,BA
657,48,2067,Investimento,Café,242117.7977288569,2024-10-31 01:55:22.167504,2026-05-17 01:55:22.204370,8.86697097996594,Liquidado,0,Sul,MG
658,21,2790,Pronaf,Soja,130416.6804823318,2024-05-12 01:55:22.167508,2025-12-12 01:55:22.204373,8.020516587882977,Vencido,134,Centro-Oeste,PR
659,36,2935,Pronamp,Café,306721.8085712679,2024-06-23 01:55:22.167511,2026-04-07 01:55:22.204377,10.074002162529167,Liquidado,0,Sudeste,PR
660,47,4299,Investimento,Cana-de-açúcar,318536.2419455416,2025-06-08 01:55:22.167515,2026-04-05 01:55:22.204380,6.688287437216853,Ativo,0,Centro-Oeste,GO
661,8,2482,Pronaf,Soja,282124.5727770551,2023-09-11 01:55:22.167518,2026-01-07 01:55:22.204384,11.187340567081112,Ativo,0,Centro-Oeste,MT
662,1,101,Custeio,Milho,425597.86005452694,2024-09-24 01:55:22.167521,2025-09-13 01:55:22.204387,10.12087185016939,Ativo,0,Sudeste,SP
663,2,174,Pronaf,Milho,249886.92488137868,2024-12-30 01:55:22.167525,2026-04-05 01:55:22.204390,8.835912366987055,Ativo,0,Nordeste,GO
664,3,2362,Pronaf,Algodão,295352.82390402426,2023-12-15 01:55:22.167528,2026-04-20 01:55:22.204394,8.73692089344991,Ativo,0,Sul,PR
665,21,4790,Investimento,Soja,195652.65663923504,2023-11-14 01:55:22.167532,2026-01-29 01:55:22.204397,9.870427325087238,Ativo,0,Nordeste,BA
666,1,3281,Custeio,Soja,373367.4841397912,2024-12-27 01:55:22.167535,2026-03-19 01:55:22.204401,8.896035331440405,Ativo,0,Norte,MG
667,15,1881,Investimento,Milho,206436.29428795114,2024-01-18 01:55:22.167539,2025-09-21 01:55:22.204404,7.001875177526353,Ativo,0,Sul,BA
668,4,1688,Comercialização,Soja,360153.6963333058,2023-11-05 01:55:22.167542,2026-05-13 01:55:22.204407,7.52201012450759,Ativo,0,Sudeste,RS
669,9,1216,Investimento,Milho,229930.47401710745,2024-01-20 01:55:22.167546,2026-06-06 01:55:22.204411,8.594412240195387,Ativo,0,Sudeste,SP
670,36,3452,Pronaf,Milho,285097.2928861493,2024-03-14 01:55:22.167549,2026-04-12 01:55:22.204414,11.41327549659876,Vencido,114,Centro-Oeste,BA
671,13,1869,Investimento,Cana-de-açúcar,337310.70934083447,2023-11-17 01:55:22.167553,2025-09-10 01:55:22.204418,6.610553783980535,Ativo,0,Sudeste,SP
672,32,1796,Comercialização,Algodão,281193.9293491441,2025-04-01 01:55:22.167557,2025-09-06 01:55:22.204421,9.641652755543236,Ativo,0,Norte,MT
673,21,2512,Pronaf,Soja,89447.62118325161,2024-10-17 01:55:22.167560,2025-12-08 01:55:22.204424,10.718633835434222,Ativo,0,Norte,SP
674,38,3761,Investimento,Milho,194734.09880888433,2024-09-20 01:55:22.167566,2025-10-05 01:55:22.204429,8.827447849747573,Liquidado,0,Sudeste,BA
675,41,1053,Pronaf,Algodão,80369.10832880245,2025-02-13 01:55:22.167574,2026-05-26 01:55:22.204432,8.146690104191922,Ativo,0,Sul,PR
676,19,3048,Custeio,Café,215664.0768353765,2025-02-17 01:55:22.167578,2025-11-20 01:55:22.204436,10.064274570799299,Ativo,0,Sul,MG
677,28,1257,Pronaf,Soja,258256.94563467236,2024-05-07 01:55:22.167582,2026-01-24 01:55:22.204439,7.83288998696819,Ativo,0,Sudeste,SP
678,12,3606,Pronamp,Café,331688.77882524347,2023-12-14 01:55:22.167585,2026-02-20 01:55:22.204443,7.801691088674461,Vencido,82,Sudeste,MG
679,8,945,Custeio,Café,105755.75102424034,2024-04-17 01:55:22.167589,2025-11-25 01:55:22.204446,10.25626128162073,Ativo,0,Nordeste,MG
680,37,3482,Comercialização,Algodão,227331.0352726508,2025-07-08 01:55:22.167592,2025-08-10 01:55:22.204449,8.478296741290821,Ativo,0,Centro-Oeste,PR
681,48,618,Comercialização,Algodão,468100.65479143744,2025-06-25 01:55:22.167596,2025-11-11 01:55:22.204453,10.275240779134366,Ativo,0,Sudeste,PR
682,39,2782,Investimento,Cana-de-açúcar,164682.70188668463,2024-05-09 01:55:22.167599,2026-05-04 01:55:22.204457,11.13295871515915,Ativo,0,Sul,MT
683,20,4789,Comercialização,Café,52743.9536408954,2025-06-19 01:55:22.167603,2025-09-29 01:55:22.204460,7.628295638841864,Ativo,0,Sul,MG
684,28,4346,Pronamp,Cana-de-açúcar,371380.3429554211,2024-03-12 01:55:22.167606,2026-01-01 01:55:22.204464,8.538253772532208,Vencido,161,Nordeste,GO
685,39,3595,Investimento,Soja,306007.61874948186,2025-03-21 01:55:22.167610,2025-09-24 01:55:22.204467,12.115888410590241,Liquidado,0,Nordeste,MG
686,36,4647,Comercialização,Soja,335903.91761644045,2025-03-05 01:55:22.167613,2026-04-23 01:55:22.204470,9.840101817497423,Ativo,0,Centro-Oeste,RS
687,2,2741,Pronamp,Cana-de-açúcar,247841.9233235297,2025-04-25 01:55:22.167617,2025-08-11 01:55:22.204474,8.842435694022848,Ativo,0,Centro-Oeste,RS
688,32,4432,Pronamp,Café,286785.1169732272,2023-09-20 01:55:22.167621,2025-09-13 01:55:22.204477,7.193488234556248,Ativo,0,Sul,MG
689,47,1551,Pronaf,Milho,208554.06223997782,2025-01-14 01:55:22.167624,2025-10-14 01:55:22.204481,7.246143974728337,Ativo,0,Norte,GO
690,35,3929,Custeio,Cana-de-açúcar,394801.85691953346,2024-02-05 01:55:22.167628,2026-04-19 01:55:22.204484,5.962043364493441,Ativo,0,Sul,RS
691,29,4217,Investimento,Café,182667.74382810137,2024-11-11 01:55:22.167631,2026-03-23 01:55:22.204487,7.686603608480249,Ativo,0,Norte,BA
692,14,1039,Investimento,Algodão,374511.46049602114,2023-08-16 01:55:22.167635,2026-05-21 01:55:22.204491,7.669985485477142,Liquidado,0,Norte,BA
693,49,4887,Comercialização,Soja,409280.4047185192,2025-06-11 01:55:22.167638,2025-09-07 01:55:22.204494,10.842353804773177,Vencido,10,Sudeste,GO
694,23,536,Pronaf,Soja,249880.96899166834,2025-02-13 01:55:22.167642,2026-03-10 01:55:22.204497,10.237617932247819,Ativo,0,Sudeste,RS
695,42,294,Pronaf,Cana-de-açúcar,213235.5769056035,2023-09-18 01:55:22.167645,2026-03-16 01:55:22.204501,6.825283812893865,Ativo,0,Sul,GO
696,40,3521,Pronamp,Soja,325378.93495366996,2024-10-22 01:55:22.167649,2025-09-21 01:55:22.204504,7.263427782259098,Vencido,7,Norte,PR
697,24,3017,Investimento,Algodão,293185.87022599,2024-01-31 01:55:22.167652,2026-06-06 01:55:22.204507,5.900406597309784,Ativo,0,Centro-Oeste,SP
698,20,643,Custeio,Soja,333427.25604441256,2024-06-13 01:55:22.167656,2025-12-17 01:55:22.204511,7.989788923152105,Ativo,0,Centro-Oeste,MT
699,12,473,Pronamp,Cana-de-açúcar,200612.1160876147,2024-02-29 01:55:22.167660,2025-10-23 01:55:22.204514,4.962633604298369,Ativo,0,Norte,RS
700,12,3498,Pronaf,Cana-de-açúcar,239803.51780683474,2024-12-31 01:55:22.167663,2026-02-01 01:55:22.204518,6.583226357751428,Ativo,0,Centro-Oeste,MT
701,32,1969,Pronaf,Cana-de-açúcar,92519.71997843633,2024-06-04 01:55:22.167667,2025-11-27 01:55:22.204521,8.278198487014103,Ativo,0,Norte,BA
702,39,1340,Investimento,Algodão,214916.7826012422,2024-07-10 01:55:22.167670,2026-02-16 01:55:22.204524,5.922216216924999,Ativo,0,Nordeste,MG
703,50,2718,Pronaf,Soja,186455.7861496126,2025-06-06 01:55:22.167674,2025-11-30 01:55:22.204528,7.0444403719585225,Ativo,0,Norte,SP
704,17,2594,Investimento,Cana-de-açúcar,94875.74883278369,2024-05-13 01:55:22.167680,2025-11-10 01:55:22.204531,11.20431934591852,Ativo,0,Centro-Oeste,PR
705,39,3053,Pronaf,Café,170374.6891484685,2024-09-19 01:55:22.167684,2026-06-12 01:55:22.204534,7.026404446763921,Ativo,0,Centro-Oeste,PR
706,45,4766,Custeio,Milho,125203.91360509097,2024-10-12 01:55:22.167687,2026-04-05 01:55:22.204538,7.28811003884889,Ativo,0,Norte,MT
707,36,4417,Pronamp,Café,96998.594038635,2024-11-14 01:55:22.167691,2026-03-21 01:55:22.204541,11.96594443111075,Ativo,0,Norte,MG
708,21,1750,Pronamp,Café,328626.39028618514,2024-11-28 01:55:22.167694,2026-05-25 01:55:22.204547,5.033046322816961,Ativo,0,Centro-Oeste,RS
709,33,2776,Pronamp,Café,339185.0829474327,2025-04-29 01:55:22.167698,2026-06-12 01:55:22.204551,6.6958169805082255,Ativo,0,Nordeste,BA
710,38,2246,Comercialização,Soja,452344.53772340005,2024-03-16 01:55:22.167701,2025-12-01 01:55:22.204554,9.942272918728536,Ativo,0,Nordeste,SP
711,18,4541,Comercialização,Milho,192825.43730146615,2024-11-30 01:55:22.167705,2025-12-07 01:55:22.204558,8.461962657716654,Ativo,0,Nordeste,BA
712,4,70,Pronamp,Café,240200.5558957311,2023-08-07 01:55:22.167708,2025-10-13 01:55:22.204561,7.570564818983642,Ativo,0,Nordeste,BA
713,1,4248,Investimento,Soja,350504.90016407723,2024-06-21 01:55:22.167712,2026-06-01 01:55:22.204565,12.00494974102073,Ativo,0,Nordeste,SP
714,7,2425,Pronamp,Soja,236819.24496720085,2024-10-31 01:55:22.167715,2025-08-25 01:55:22.204568,10.21363668472281,Ativo,0,Sudeste,BA
715,1,302,Comercialização,Algodão,136452.78073705002,2024-05-08 01:55:22.167719,2026-04-17 01:55:22.204571,7.396864088904261,Ativo,0,Centro-Oeste,MG
716,41,4118,Comercialização,Cana-de-açúcar,262557.44843782205,2024-01-15 01:55:22.167722,2025-10-05 01:55:22.204575,10.629774718373314,Ativo,0,Sudeste,SP
717,17,3875,Pronamp,Algodão,257592.99241274525,2024-10-03 01:55:22.167726,2025-12-10 01:55:22.204578,7.375921040566366,Ativo,0,Nordeste,GO
718,8,2713,Custeio,Café,208858.4525326601,2024-11-30 01:55:22.167729,2026-04-22 01:55:22.204581,10.056342522718095,Liquidado,0,Sul,BA
719,25,3242,Pronamp,Soja,126321.66199014607,2024-02-05 01:55:22.167733,2026-06-26 01:55:22.204585,4.765239800483791,Ativo,0,Norte,MT
720,44,4152,Comercialização,Café,312320.065541113,2023-12-05 01:55:22.167736,2026-01-29 01:55:22.204588,7.594109652544588,Ativo,0,Norte,GO
721,26,4454,Pronaf,Café,210762.32113681702,2024-02-09 01:55:22.167740,2026-05-15 01:55:22.204592,9.004485764619416,Liquidado,0,Sul,BA
722,43,2355,Custeio,Cana-de-açúcar,165057.03605804383,2025-01-05 01:55:22.167744,2025-11-12 01:55:22.204595,6.79276966706707,Ativo,0,Sul,MG
723,3,4405,Custeio,Soja,191421.75698065248,2024-11-20 01:55:22.167747,2025-12-29 01:55:22.204599,6.0347268296673295,Ativo,0,Nordeste,MG
724,17,2933,Pronamp,Café,180417.96053037018,2024-05-07 01:55:22.167751,2025-10-14 01:55:22.204602,11.252908052899091,Ativo,0,Nordeste,RS
725,23,2801,Pronamp,Milho,137379.61838599018,2024-10-28 01:55:22.167754,2025-09-10 01:55:22.204605,8.269158140899313,Liquidado,0,Nordeste,GO
726,28,4063,Investimento,Algodão,207497.55496794137,2024-08-29 01:55:22.167758,2026-02-14 01:55:22.204609,8.407543550558712,Ativo,0,Centro-Oeste,MG
727,5,3008,Pronamp,Cana-de-açúcar,326164.8340121001,2024-10-11 01:55:22.167761,2025-10-27 01:55:22.204612,13.685096528037423,Vencido,62,Sul,MT
728,34,3244,Comercialização,Soja,264600.2716586323,2024-10-07 01:55:22.167765,2026-05-27 01:55:22.204615,12.473935190917732,Vencido,116,Sudeste,GO
729,32,78,Custeio,Café,385345.8005011609,2024-11-02 01:55:22.167768,2025-08-09 01:55:22.204619,8.050041433325992,Liquidado,0,Sudeste,RS
730,22,3469,Pronamp,Algodão,10000.0,2023-09-02 01:55:22.167772,2026-06-16 01:55:22.204622,11.220664675939087,Ativo,0,Sul,SP
731,6,3525,Comercialização,Soja,271348.871359867,2024-11-26 01:55:22.167775,2026-05-24 01:55:22.204626,4.224894978234169,Ativo,0,Centro-Oeste,RS
732,37,3366,Custeio,Soja,194045.64228259312,2024-07-01 01:55:22.167779,2025-12-27 01:55:22.204629,7.774981019553456,Ativo,0,Sudeste,PR
733,29,1696,Custeio,Café,170096.57560036657,2025-01-22 01:55:22.167782,2025-10-03 01:55:22.204632,5.0569484929921655,Ativo,0,Norte,MT
734,28,4977,Custeio,Milho,317265.36853112385,2024-03-08 01:55:22.167786,2025-10-31 01:55:22.204636,10.352429661391964,Ativo,0,Sudeste,PR
735,37,4371,Comercialização,Soja,282380.5258956686,2025-04-06 01:55:22.167789,2025-11-09 01:55:22.204639,8.029976290627955,Ativo,0,Norte,MT
736,3,1379,Pronaf,Milho,405601.64833624754,2025-06-29 01:55:22.167793,2026-01-12 01:55:22.204642,9.67348290193279,Ativo,0,Norte,BA
737,15,2709,Investimento,Soja,245110.91866932777,2024-07-20 01:55:22.167796,2026-06-06 01:55:22.204646,5.740431575511511,Ativo,0,Sul,SP
738,8,3853,Pronamp,Café,197602.4469050449,2023-09-27 01:55:22.167800,2025-10-18 01:55:22.204649,9.616829319291188,Ativo,0,Nordeste,PR
739,2,4636,Pronamp,Milho,315511.5204834083,2024-06-29 01:55:22.167803,2026-04-19 01:55:22.204653,8.595990221781921,Ativo,0,Sudeste,MT
740,42,4336,Investimento,Algodão,332665.2903490383,2023-07-19 01:55:22.167807,2025-09-26 01:55:22.204656,11.145331284219314,Ativo,0,Sul,PR
741,48,4987,Comercialização,Café,252896.43959821475,2025-05-02 01:55:22.167810,2025-11-10 01:55:22.204659,10.398505260052984,Liquidado,0,Norte,MG
742,4,1170,Pronamp,Milho,369971.7368723093,2024-09-20 01:55:22.167814,2026-06-21 01:55:22.204663,7.849154890474716,Ativo,0,Centro-Oeste,PR
743,27,2981,Investimento,Cana-de-açúcar,295503.70143945457,2024-05-05 01:55:22.167817,2025-12-05 01:55:22.204666,8.898313545867794,Ativo,0,Centro-Oeste,SP
744,32,3525,Pronamp,Café,182146.60699456686,2024-05-19 01:55:22.167821,2026-04-20 01:55:22.204669,8.075081293894913,Ativo,0,Sudeste,RS
745,23,3823,Comercialização,Soja,137786.90950442548,2023-09-21 01:55:22.167824,2026-06-09 01:55:22.204673,8.972927295588212,Liquidado,0,Nordeste,MG
746,27,4689,Pronaf,Milho,158594.760654349,2024-07-16 01:55:22.167828,2025-09-13 01:55:22.204676,7.4681640071418744,Liquidado,0,Norte,GO
747,29,246,Pronamp,Milho,216966.02889809053,2025-04-28 01:55:22.167831,2025-09-20 01:55:22.204680,6.5481081225471325,Liquidado,0,Sudeste,SP
748,48,3858,Pronamp,Algodão,220837.5462277822,2024-01-23 01:55:22.167835,2025-10-15 01:55:22.204683,11.201108022669853,Vencido,69,Nordeste,PR
749,50,45,Pronamp,Cana-de-açúcar,204162.1772688899,2024-10-02 01:55:22.167838,2025-12-29 01:55:22.204686,7.201070823386495,Vencido,98,Norte,MT
750,18,2390,Custeio,Cana-de-açúcar,346258.70347222476,2025-03-29 01:55:22.167842,2026-05-24 01:55:22.204690,7.044766641056065,Liquidado,0,Norte,GO
751,30,3232,Investimento,Café,133819.9349517768,2025-01-25 01:55:22.167845,2025-09-01 01:55:22.204693,7.962212547792383,Ativo,0,Nordeste,SP
752,50,1878,Comercialização,Milho,308732.75550796796,2025-04-20 01:55:22.167849,2025-08-15 01:55:22.204696,5.055579188982435,Liquidado,0,Nordeste,RS
753,12,1110,Investimento,Soja,251580.90750922108,2024-11-04 01:55:22.167853,2026-04-17 01:55:22.204700,6.6163454326723645,Ativo,0,Sudeste,BA
754,39,4267,Pronamp,Café,294457.2683230772,2024-05-27 01:55:22.167856,2025-11-17 01:55:22.204703,10.105772988476698,Ativo,0,Norte,SP
755,26,1003,Comercialização,Algodão,240098.57128266498,2024-06-17 01:55:22.167860,2026-06-21 01:55:22.204707,8.261215834248075,Ativo,0,Norte,RS
756,36,1821,Pronaf,Cana-de-açúcar,165097.35689986442,2023-09-16 01:55:22.167863,2026-01-21 01:55:22.204710,10.545143884662133,Ativo,0,Nordeste,MG
757,2,1585,Pronamp,Soja,85896.88846442688,2023-07-20 01:55:22.167867,2025-12-30 01:55:22.204713,8.719441290884214,Ativo,0,Nordeste,MG
758,19,695,Pronamp,Soja,260444.01517960127,2025-07-01 01:55:22.167870,2025-08-23 01:55:22.204717,11.420884359716167,Liquidado,0,Norte,RS
759,27,1009,Custeio,Milho,205305.63173224498,2025-01-06 01:55:22.167874,2025-09-02 01:55:22.204720,8.756775663987964,Vencido,37,Centro-Oeste,MT
760,45,964,Custeio,Café,95411.90762394574,2024-02-26 01:55:22.167879,2026-05-12 01:55:22.204724,4.316630856709298,Ativo,0,Norte,MT
761,44,891,Investimento,Soja,82790.63602570703,2024-05-16 01:55:22.167882,2026-01-17 01:55:22.204727,8.866661255174522,Ativo,0,Sul,RS
762,8,4082,Investimento,Algodão,119896.57970265632,2024-11-20 01:55:22.167887,2026-02-14 01:55:22.204735,11.583420904721734,Ativo,0,Nordeste,MG
763,47,1214,Investimento,Algodão,182618.9604215008,2024-01-07 01:55:22.167891,2026-07-03 01:55:22.204739,10.03189317157553,Vencido,23,Nordeste,MG
764,32,3858,Pronamp,Café,282538.63662840985,2025-01-06 01:55:22.167894,2025-08-11 01:55:22.204742,10.59180865128117,Vencido,164,Sudeste,MG
765,13,3967,Custeio,Milho,336829.97138901474,2024-04-02 01:55:22.167898,2025-12-17 01:55:22.204746,9.285326248621619,Ativo,0,Norte,MT
766,23,3964,Pronamp,Café,106214.93425791382,2025-04-02 01:55:22.167901,2025-08-28 01:55:22.204749,9.443677137209765,Liquidado,0,Norte,MT
767,36,1352,Pronamp,Café,352677.7773216327,2025-04-12 01:55:22.167905,2026-03-21 01:55:22.204752,10.126091045574508,Vencido,64,Centro-Oeste,PR
768,21,840,Pronamp,Milho,257388.43649859747,2024-08-10 01:55:22.167908,2026-06-11 01:55:22.204756,7.7264760458787745,Ativo,0,Norte,MG
769,43,3994,Pronaf,Algodão,364843.05596969865,2023-08-13 01:55:22.167912,2026-07-04 01:55:22.204759,10.567421088842467,Vencido,73,Nordeste,BA
770,15,4239,Pronamp,Soja,397987.5150529797,2023-08-18 01:55:22.167916,2026-02-24 01:55:22.204763,7.72069750797734,Vencido,89,Centro-Oeste,GO
771,3,2831,Pronamp,Algodão,183188.9111872229,2024-10-30 01:55:22.167919,2025-08-10 01:55:22.204766,8.76528359063336,Ativo,0,Sudeste,MT
772,45,705,Pronaf,Soja,215041.2037943381,2024-09-13 01:55:22.167923,2026-03-30 01:55:22.204769,10.613524500798473,Ativo,0,Norte,PR
773,24,4504,Investimento,Milho,194516.67919678165,2024-11-01 01:55:22.167926,2026-05-28 01:55:22.204773,8.56497868179982,Liquidado,0,Sudeste,BA
774,22,3526,Custeio,Algodão,458997.1113090508,2025-04-14 01:55:22.167930,2025-12-03 01:55:22.204776,6.054912397827783,Ativo,0,Sudeste,RS
775,33,3010,Pronaf,Cana-de-açúcar,321162.5269531676,2024-05-22 01:55:22.167933,2026-06-25 01:55:22.204780,10.278405985170819,Ativo,0,Sudeste,RS
776,17,1722,Investimento,Soja,66317.93526768041,2024-06-20 01:55:22.167937,2026-06-18 01:55:22.204783,6.30852624420775,Ativo,0,Nordeste,MG
